id,pop,sex.gonads,sex.x,oto_age,length,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat,long,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1
GOP730,GINGHAM,,M,8,403,892,male,8,2009,15/2/2018,gingham water course,namoi,,gwydir,NO,GPEWR'18#GP637,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,420,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP16,,5,D,4,NA,GPEWR'18#GP637,,GOP730,GPEWR'18#GP637,,,GPEWR'18#GP637,Gingham,15/2/2018,,,,GWY18#GP16,15,90,15,15_90_15,GWY18#GP16,15/2/2018,0.437,,GPEWR'18#GP637,GWY18#GP16,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,8,NT,,0,0.607,0.972,1.219,1.374,1.524,1.674,1.811,1.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.984,251-GWY18# GP14,MAC AMB,251,gwygp14,NA,403,892,male,8,2009,15/2/2018,gingham water course,namoi,,gwydir
GOP745,GINGHAM,,,8,386,732,NA,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP640,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,386,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP19,,5,C,6,NA,GPEWR'18#GP640,,GOP745,GPEWR'18#GP640,,,GPEWR'18#GP640,Gingham,15/2/2018,,,,GWY18#GP19,15,90,18,15_90_18,GWY18#GP19,15/2/2018,0.378,,GPEWR'18#GP640,GWY18#GP19,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,8,NT,,0,0.457,0.839,1.139,1.373,1.53,1.668,1.78,1.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,251-GWY18# GP19,MAC AMB,251,gwygp19,NA,386,732,NA,8,2009,15/2/2018,gingham water course,barwon,,gwydir
GOP739,GINGHAM,,,15,390,855,NA,15,NA,15/2/2018,gingham water course,NA,NA,NA,,GPEWR'18#GP645,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,376,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP24,,5,E,5,NA,GPEWR'18#GP645,Was likely mislabelled as GWY18#GP24 when sent to FAS,GOP739,GPEWR'18#GP638,,,GPEWR'18#GP638,Gingham,15/2/2018,,,,GWY18#GPmo147,15,90,45,15_90_45,GWY18#GPmo147,15/2/2018,0.427,,GPEWR'18#GP638,GWY18#GPmo147,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,10,WT,,0,0.522,0.902,1.199,1.398,1.559,1.687,1.922,2.098,2.236,2.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP727,GINGHAM,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GPEWR'18#GP642,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,408,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP4,,5,A,4,NA,GPEWR'18#GP642,,GOP727,,,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP748,GINGHAM,,F,6,386,930,female,6,2011,15/2/2018,gingham water course,gwydir,,gwydir,NO,GPEWR'18#GP625,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,408,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP21,,5,F,6,NA,GPEWR'18#GP625,,GOP748,GPEWR'18#GP625,,,GPEWR'18#GP625,Gingham,15/2/2018,,,,GWY18#GP21,15,90,20,15_90_20,GWY18#GP21,15/2/2018,0.339,,GPEWR'18#GP625,GWY18#GP21,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,WT,,0,0.591,1.081,1.263,1.492,1.707,1.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.969,251-GWY18# GP05,MAC AMB,251,gwygp05,NA,386,930,female,6,2011,15/2/2018,gingham water course,gwydir,,gwydir
GOP738,GINGHAM,,M,5,345,561,male,5,2012,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP644,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,371,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP23,,5,D,5,NA,GPEWR'18#GP644,,GOP738,GPEWR'18#GP644,,,GPEWR'18#GP644,Gingham,15/2/2018,,,,GWY18#GP23,15,90,22,15_90_22,GWY18#GP23,15/2/2018,0.271,,GPEWR'18#GP644,GWY18#GP23,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,5,WT,,0,0.49,0.873,1.134,1.359,1.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.611,251-GWY18# GP25,MAC AMB,251,gwygp25,NA,345,561,male,5,2012,15/2/2018,gingham water course,barwon,,gwydir
GOP771,GWYDIR,,F,12,457,1735,female,12,2005,14/3/2018,norwood,lower balonne,,gwydir,NO,White86,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,457,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP49,,5,E,9,NA,White86,"FAS data is not correct for this sample, go with SARDI age estimate",GOP771,White86,,,White86,Gwydir,14/3/2018,,,,GWY18#GP49,15,90,40,15_90_40,GWY18#GP49,14/3/2018,0.686,,White86,GWY18#GP49,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,10,WT,,0,0.565,0.901,1.18,1.418,1.657,1.923,2.087,2.257,2.485,2.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.878,255-GWY18# GP49,MAC AMB,255,gwygp49,NA,457,1735,female,12,2005,14/3/2018,norwood,lower balonne,,gwydir
GOP756,GWYDIR,,F,9,400,970,female,9,NA,14/3/2018,norwood,NA,NA,NA,,White57,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,400,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP34,,5,F,7,NA,White57,,GOP756,White57,,,White57,Gwydir,14/3/2018,,,,GWY18#GP34,15,90,26,15_90_26,GWY18#GP34,14/3/2018,0.491,,White57,GWY18#GP34,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,9,NT,,0,0.454,0.889,1.169,1.434,1.596,1.741,1.879,2.025,2.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP757,GWYDIR,,F,5,382,835,female,5,2012,14/3/2018,norwood,barwon,,gwydir,NO,Green16,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,382,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP35,,5,G,7,NA,Green16,,GOP757,Green16,,,Green16,Gwydir,14/3/2018,,,,GWY18#GP35,15,90,27,15_90_27,GWY18#GP35,14/3/2018,0.305,,Green16,GWY18#GP35,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,5,WT,,0,0.418,1.06,1.34,1.598,1.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.834,255-GWY18# GP35,MAC AMB,255,gwygp35,NA,382,835,female,5,2012,14/3/2018,norwood,barwon,,gwydir
GOP758,GWYDIR,,M,6,396,870,male,6,2011,14/3/2018,norwood,barwon,,gwydir,NO,White104,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,396,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP36,,5,H,7,NA,White104,,GOP758,White104,,,White104,Gwydir,14/3/2018,,,,GWY18#GP36,15,90,28,15_90_28,GWY18#GP36,14/3/2018,0.381,,White104,GWY18#GP36,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,WT,,0,0.656,0.972,1.256,1.508,1.72,1.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.969,255-GWY18# GP36,MAC AMB,255,gwygp36,NA,396,870,male,6,2011,14/3/2018,norwood,barwon,,gwydir
GOP759,GWYDIR,,F,8,380,765,female,8,2009,14/3/2018,norwood,barwon,,gwydir,NO,White70,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,380,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP37,,5,A,8,NA,White70,,GOP759,White70,,,White70,Gwydir,14/3/2018,,,,GWY18#GP37,15,90,29,15_90_29,GWY18#GP37,14/3/2018,0.191,,White70,GWY18#GP37,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.575,0.944,1.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.517,255-GWY18# GP37,MAC AMB,255,gwygp37,NA,380,765,female,8,2009,14/3/2018,norwood,barwon,,gwydir
GOP776,MURRAY-mid,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP335,Macquaria ambigua,2017-2018,,,,Murray,Torumbarry,,-35.940953,144.464355,1/11/2017,Wayne Koster,,558,3480,,F,,NA,NA,,NA,,,T-bar,,138510,,NA,Pit,NA,9.82E+13,NA,NA,69kHz,NA,1275851,NA,NA,Electrofished - female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,B,10,NA,GP335,,GOP776,GP335,,138510,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP780,MURRAY-mid,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP340,Macquaria ambigua,2017-2018,,,,Murray,Torumbarry,,-35.940953,144.464355,1/11/2017,Wayne Koster,,497,2360,,,,NA,NA,,NA,,,T-bar,,138505,,NA,Pit,NA,9.82E+13,NA,NA,69kHz,NA,1275842,NA,NA, Electrofished,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,F,10,NA,GP340,,GOP780,GP340,,138505,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP010,BROKEN ,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,BR_17_95,Macquaria ambigua,2016-2017,Joanne Kearns,3/5/2017,BR0329,BROKEN ,Upstream of Doyles Rd Bridge,,-36.42555,145.4308,10/3/2017,Graeme Hackett,David Dawson,449,1381,,,,NA,NA,,NA,BR_17_95,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.4,1.1,NA,162.3,NA,21.6,NA,NA,NA,NA,0.35,NA,,"Not a lot of complex habitat, bit dirtier, 1 rocky wall didn't produce, good flow, ",NA,,NA,NA,BR_17_95,,GOP010,BR_17_95,BR_17_95,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP011,BROKEN ,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,BR_17_86,Macquaria ambigua,2016-2017,Joanne Kearns,3/5/2017,BR0325,BROKEN ,Top of Gowangardi Weir Pool Extra 3,,-36.43324,145.70416,9/3/2017,Graeme Hackett,David Dawson,474,1892,14P,,,NA,NA,Y,NA,BR_17_86,,T-Bar,,137535,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, Some flow present probably on fringe of weirpool,NA,,NA,NA,BR_17_86,,GOP011,BR_17_86,BR_17_86,137535,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP355,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_395,Macquaria ambigua,2017-2018,Kim Loeun,31/5/2018,BR0521,BROKEN,Carland Bridge (Nathalia Katamatite Rd),,-36.07403661,145.2745219,8/3/2018,Graeme Hackett,Kim Loeun,210,120,,,,NA,NA,,NA,GP_395,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.4,0.8,NA,23,NA,23,7.82,NA,6.05,36.8,0.15,NA,,not sure about turbidity,1,E,4,NA,GP_395,,GOP355,GP_395,GP_395,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP334,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP-378,Macquaria ambigua,2017-2018,Kim Loeun,23/3/2018,BR0329,BROKEN,Upstream of Doyles Rd Bridge,,-36.42555,145.4308,6/3/2018,Graeme Hackett,Kim Loeun,NA,1146,,,,NA,NA,,NA,GP-378,,Pit,,9.82E+14,6/3/2018,NA,Dart,NA,NA,NA,NA,,NA,,NA,NA,,1.8,0.8,NA,123,NA,18.8,8.13,NA,6.4,10.4,NA,NA,,,1,H,1,NA,GP-378,,GOP334,GP-378,GP-378,9.82E+14,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP335,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP-379,Macquaria ambigua,2017-2018,Kim Loeun,23/3/2018,BR0329,BROKEN,Upstream of Doyles Rd Bridge,,-36.42555,145.4308,6/3/2018,Graeme Hackett,Kim Loeun,275,288,,,,NA,NA,,NA,GP-379,,T-Bar,,134356,6/3/2018,NA,,NA,NA,NA,NA,,NA,,NA,NA,,1.8,0.8,NA,123,NA,18.8,8.13,NA,6.4,10.4,NA,NA,,,1,A,2,NA,GP-379,,GOP335,GP-379,GP-379,134356,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP351,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_383,Macquaria ambigua,2017-2018,Kim Loeun,31/5/2018,BR0304,BROKEN,Broken River @ breakout point (near Quinn Road),,-36.46523791,145.9183549,7/3/2018,Graeme Hackett,Kim Loeun,176,74,,,,NA,NA,,NA,GP_383,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.6,0.9,NA,95,NA,14.5,7.41,NA,6.13,2.4,0.44,NA,,not sure about turbidity,1,A,4,NA,GP_383,,GOP351,GP_383,GP_383,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP359,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_390,Macquaria ambigua,2017-2018,Kim Loeun,31/5/2018,BR0327,BROKEN,Private Property (River Drum) upstream of site BR0307,,-36.43259,145.67882,8/3/2018,Graeme Hackett,Kim Loeun,354,522,,,,NA,NA,,NA,GP_390,,T-Bar,,138575,,NA,,NA,NA,NA,NA,,NA,,NA,NA,kept,2.6,1,NA,97,NA,22.6,6.6,NA,NA,NA,NA,NA,,not sure about turbidity,1,A,5,NA,GP_390,,GOP359,GP_390,GP_390,138575,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP360,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_392,Macquaria ambigua,2017-2018,Kim Loeun,31/5/2018,BR0327,BROKEN,Private Property (River Drum) upstream of site BR0307,,-36.43259,145.67882,8/3/2018,Graeme Hackett,Kim Loeun,150,48,,,,NA,NA,,NA,GP_392,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.6,1,NA,97,NA,22.6,6.6,NA,NA,NA,NA,NA,,not sure about turbidity,1,B,5,NA,GP_392,,GOP360,GP_392,GP_392,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP003,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,BR_17_108,Macquaria ambigua,2016-2017,Joanne Kearns,3/5/2017,BR0304,BROKEN,Broken River @ breakout point (near Quinn Road),,-36.46523791,145.9183549,7/3/2017,Graeme Hackett,David Dawson,238,200,2W,,,NA,NA,Y,NA,BR_17_108,,T-Bar,,137690,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.6,1.1,NA,126,NA,22.4,NA,NA,NA,NA,0.5,NA,,"Fished u/s of house. Mostly good habitat, fish came from timber with flow. Launched at sandbar below u/s house",NA,,NA,NA,BR_17_108,,GOP003,BR_17_108,BR_17_108,137690,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP356,BROKEN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_396,Macquaria ambigua,2017-2018,Kim Loeun,31/5/2018,BR0521,BROKEN,Carland Bridge (Nathalia Katamatite Rd),,-36.07403661,145.2745219,8/3/2018,Graeme Hackett,Kim Loeun,370,950,,,,NA,NA,,NA,GP_396,,T-Bar,,138578,,NA,Pit,NA,NA,NA,NA,,NA,,NA,NA,,1.4,0.8,NA,23,NA,23,7.82,NA,6.05,36.8,0.15,NA,,not sure about turbidity,1,F,4,NA,GP_396,,GOP356,GP_396,GP_396,138578,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP056,CAMPASPE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP_111,Macquaria ambigua,2016-2017,Joanne Kearns,5/5/2017,CA0215,CAMPASPE,Campaspe River @ Elmore,,-36.49706638,144.6119579,4/4/2017,Zeb Tonkin,Jason Lieschke,433,1304,4p,,,NA,NA,Y,NA,GP_111,,Dart,,136431,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Launched @ Anthony Jones Property 0429326400 (Elmore town side),NA,,NA,NA,GP_111,,GOP056,GP_111,GP_111,136431,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP376,CAMPASPE,,,5,468,1941,NA,6,2011,9/5/2018,campaspe reach 4,hatchery,Murrumbidgee,campaspe,YES,GP941,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0435,CAMPASPE,River Crossing @ Dairy Farmer ,,-36.29801,144.70468,9/5/2018,Graeme Hackett,Kim Loeun,468,1941,,,,NA,NA,,NA,GP941,,Dart,,136091,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,436,NA,12.6,9.9,NA,7.38,11.6,660,NA,,,1,B,7,NA,GP941,,GOP376,GP941,GP941,136091,GP941,CAMPASPE,9/5/2018,,GP941,136091,136091,15,91,14,15_91_14,136091,9/5/2018,0.355,,GP941,#136091,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.435,0.788,1.096,1.325,1.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656,95-136091,MAC AMB,95,gp136091,136091,468,1941,NA,6,2011,9/5/2018,campaspe reach 4,hatchery,Murrumbidgee,campaspe
