"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X278758.28..",0.375,0.5143,0.6667,0.4545,0.5909,0.4333,0.55,0.2273,0.45,0.6296,0.4,0.55,0.575,0.6429,0.3333,0.3704,0.5,0.4737,0.3,0.5185,0.4091
"X278887.39..",0.04,0.0588,0.1053,0.0909,0.04,0.1,0,0.0455,0.15,0.037,0.1,0,0,0,0,0.037,0.0448,0.0256,0.0909,0.0667,0
"X279690.32..",0.4167,0.5946,0.3158,0.6364,0.6,0.6,0.45,0.4545,0.4,0.5385,0.3667,0.2,0.525,0.2857,0.6667,0.5926,0.4265,0.5641,0.5455,0.3793,0.5
"X279811.13..",0.48,0.5676,0.4211,0.6364,0.64,0.5,0.35,0.7143,0.4,0.4815,0.4333,0.3,0.525,0.4286,0.4,0.3846,0.4627,0.4286,0.8182,0.5172,0.5238
"X280107.56..",0,0.1081,0.2105,0.0909,0.125,0.0333,0.05,0,0.1,0,0.1,0.2,0.025,0,0,0.037,0.0882,0.0789,0,0.0333,0
"X280176.68..",0.16,0.0541,0.2632,0.0909,0.2,0.0333,0,0.2273,0,0.0741,0.1,0.1,0.1,0.0714,0,0.037,0.0735,0.0769,0.0909,0.1,0.0435
"X280635.41..",0.4,0.2432,0.2105,0.3636,0.25,0.3667,0.35,0.2273,0.45,0.2222,0.3333,0.3,0.2,0.2143,0.1667,0.3333,0.2647,0.3846,0.1818,0.2,0.3043
"X280770.44..",0,0,0,0,0,0.0333,0,0,0,0.037,0.0333,0,0,0,0,0.0769,0.0735,0,0,0,0.087
"X280996.13..",0.4583,0.3243,0.3684,0.7273,0.56,0.2333,0.35,0.5,0.7,0.5185,0.3333,0.2632,0.45,0.2857,0.3333,0.4074,0.5147,0.4737,0.4545,0.5,0.3478
"X281306.31..",0.6,0.4595,0.5263,0.4545,0.625,0.3667,0.3,0.5,0.55,0.4074,0.3333,0.45,0.45,0.2143,0.3333,0.4815,0.3235,0.4103,0.3636,0.6,0.3913
"X281977.41..",0.12,0.0882,0,0,0.12,0.2,0.15,0,0.15,0.0385,0.2,0.1,0.025,0.3571,0,0.1111,0.1471,0.0256,0.0909,0.0345,0.1053
"X282039.40..",0.36,0.4865,0.4737,0.5455,0.4783,0.2,0.45,0.5455,0.3,0.2963,0.3,0.4,0.4,0.2143,0.6667,0.3704,0.3529,0.3333,0.5455,0.4483,0.3043
"X282081.25..",0.0417,0.1081,0.2105,0.3636,0.0476,0.069,0,0.0455,0.15,0.2308,0.0333,0.1,0.2,0,0.1667,0.2593,0.1324,0.0789,0.2727,0.0357,0.0952
"X282498.37..",0.6,0.5405,0.4737,0.5455,0.5417,0.5333,0.4,0.5455,0.55,0.4815,0.3333,0.45,0.45,0.5,0.5,0.4231,0.5735,0.6053,0.3636,0.6333,0.4783
"X282683.32..",0.16,0.3243,0.3158,0.3636,0.28,0.2333,0.35,0.4545,0.35,0.2593,0.2667,0.6,0.125,0.2857,0.1667,0.2222,0.1471,0.2051,0.4545,0.3333,0.1739
"X282979.34..",0.08,0.1667,0.1053,0.0909,0.08,0.069,0.05,0.0909,0.1,0.1111,0.1,0.0526,0.125,0.2857,0.1667,0.1111,0.0588,0.1026,0.2727,0.1,0.1
"X283078.28..",0.64,0.5278,0.3158,0.3636,0.52,0.3333,0.45,0.5,0.55,0.5185,0.5333,0.45,0.325,0.7143,0.6667,0.4074,0.4412,0.641,0.5455,0.5333,0.3913
"X283484.19..",0.28,0.2703,0.3158,0.2727,0.3333,0.3,0.25,0.3182,0.4,0.4074,0.2,0.35,0.35,0.2857,0.6667,0.1111,0.1765,0.1842,0.2727,0.2759,0.4783
"X283906.60..",0.4,0.4865,0.3158,0.1818,0.28,0.3667,0.25,0.3182,0.3,0.4444,0.2667,0.25,0.3,0.2857,0,0.5185,0.2794,0.3846,0.3636,0.2,0.3478
"X283940.11..",0.28,0.3784,0.4737,0.3636,0.36,0.2667,0.55,0.5455,0.35,0.4815,0.4333,0.35,0.375,0.3571,0.3333,0.3333,0.4265,0.3846,0.4545,0.5333,0.3043
"X284216.50..",0.28,0.4,0.5263,0.2,0.76,0.4828,0.55,0.5455,0.55,0.5769,0.4667,0.4,0.45,0.7143,0.4,0.6923,0.4559,0.6667,0.4545,0.6207,0.4091
"X284340.42..",0.0435,0,0.1111,0,0,0.0333,0,0.0455,0,0,0,0.125,0.0513,0,0,0,0,0,0,0.0714,0
"X284432.29..",0.52,0.2162,0.3684,0.4545,0.3333,0.5333,0.3,0.3182,0.15,0.1852,0.3333,0.35,0.275,0.3571,0.1667,0.3333,0.3529,0.3158,0.1818,0.4138,0.3043
"X284572.19..",0.5417,0.3056,0.7368,0.6667,0.5833,0.4815,0.5556,0.5909,0.35,0.5926,0.4,0.55,0.525,0.2308,0.8,0.5556,0.4328,0.6053,0.4545,0.5667,0.35
"X284634.40..",0.04,0.1429,0.0526,0,0,0.0667,0,0.0455,0,0.1111,0.0333,0,0,0.0769,0,0,0.0441,0,0,0,0
"X284738.18..",0.32,0.4,0.2105,0.0909,0.2609,0.1786,0.5,0.2727,0.3,0.2593,0.4,0.35,0.2,0.3571,0.2,0.2593,0.3788,0.4054,0.5,0.4,0.3
"X284772.37..",0,0,0.1579,0.0909,0.1667,0,0,0,0.05,0,0,0,0,0,0,0.1481,0.0294,0,0,0,0
"X284925.35..",0.48,0.5946,0.4211,0.5455,0.68,0.5667,0.45,0.7727,0.6,0.4444,0.5667,0.65,0.4,0.6429,0.6667,0.5556,0.4412,0.5897,0.4545,0.4667,0.5217
"X285292.56..",0.24,0.1081,0.2105,0.1818,0.04,0.1333,0,0,0,0.1111,0.0667,0,0.075,0,0,0.1111,0.0588,0.1026,0,0,0.1739
"X285940.16..",0.2917,0.3333,0.1765,0.5556,0.5417,0.4333,0.2778,0.2381,0.3,0.2609,0.4074,0.45,0.2105,0.3333,0,0.2963,0.3182,0.5,0.7273,0.4,0.25
"X286049.31..",0.125,0.1892,0.1579,0.3636,0.375,0.1667,0.35,0.3636,0.25,0.2593,0.4,0.35,0.175,0.2143,0.5,0.2593,0.2353,0.4615,0.0909,0.3333,0.3913
"X286535.22..",0.25,0.2222,0.3158,0.4545,0.3913,0.2667,0.35,0.3182,0.35,0.2593,0.4,0.2632,0.425,0.2857,0.5,0.3333,0.25,0.4737,0.5455,0.3,0.0952
"X286756.36..",0,0.0811,0.0526,0.0909,0.12,0,0.05,0.1818,0,0,0.0333,0,0.05,0.0714,0,0,0.1176,0.0256,0,0.1,0.0435
"X286909.53..",0.08,0.027,0,0.1818,0,0,0,0,0.05,0,0,0,0,0.0714,0,0,0.0147,0,0,0.1,0.1739
"X288124.61..",0.6667,0.3243,0.4737,0.2727,0.64,0.7,0.55,0.5909,0.4,0.4815,0.5,0.65,0.45,0.6429,0.1667,0.5185,0.5735,0.5128,0.2727,0.5667,0.5217
"X288357.36..",0.12,0.1892,0.2632,0.1818,0.32,0.1333,0.2,0.2273,0.15,0.1852,0.2333,0.15,0.1,0.1429,0.2,0.037,0.1176,0.1053,0.1818,0.2667,0.1429
"X288513.27..",0.16,0.2857,0.1053,0.1818,0.0833,0.0667,0.25,0.2727,0.1,0.037,0.1333,0.1,0.1,0.3571,0.1667,0.2222,0.1176,0.3421,0.0909,0.2333,0
"X288677.51..",0.16,0.2162,0.2632,0.1818,0.36,0.3,0.3,0.5,0.4,0.2593,0.4333,0.2,0.25,0.2857,0.1667,0.3333,0.3382,0.2821,0.0909,0.4333,0.2174
"X288792.12..",0.3636,0.5882,0.6471,0,0.68,0.3333,0.6875,0.4091,0.3,0.4583,0.3667,0.3,0.325,0.4615,0.6,0.5417,0.4,0.5758,0.4545,0.3929,0.4211
"X289165.7..",0.52,0.2432,0.2632,0.2727,0.52,0.5,0.45,0.3182,0.25,0.5926,0.2667,0.35,0.325,0.4286,0.1667,0.4074,0.3235,0.6154,0.3636,0.3667,0.3913
"X289484.18..",0.4,0.4167,0.5263,0.5455,0.5714,0.4333,0.55,0.5,0.4,0.5185,0.4333,0.2105,0.45,0.4286,0.3333,0.5556,0.3971,0.6389,0.5455,0.5769,0.3913
"X289543.12..",0.16,0.3784,0.3684,0.6364,0.24,0.3,0.25,0.4091,0.35,0.2963,0.3667,0.35,0.225,0.2857,0,0.2963,0.3971,0.3077,0.0909,0.2,0.0435
"X290595.59..",0.2917,0.2222,0.1053,0.3636,0.2609,0.2759,0.3158,0.1364,0.3,0.1852,0.1667,0.1667,0.225,0.1429,0.2,0.3704,0.2647,0.3158,0.1818,0.1379,0.2609
"X290685.26..",0.0435,0.0606,0,0,0.087,0.1304,0.1765,0.0455,0.05,0.0435,0.1667,0.0526,0.125,0.0833,0,0.24,0.1774,0.1053,0,0.1481,0.2105
"X290753.40..",0.44,0.3784,0.3684,0.5455,0.48,0.2333,0.25,0.3182,0.4,0.4815,0.4667,0.5,0.45,0.2857,0.1667,0.3333,0.4265,0.3846,0.6364,0.5333,0.4783
"X290874.8..",0.2917,0.3243,0.2105,0.1818,0.4,0.3103,0.3,0.5,0.2,0.2222,0.4,0.35,0.325,0.5,0.3333,0.4074,0.2388,0.2564,0.5455,0.4,0.1818
"X291633.54..",0.4,0.5405,0.5789,0.2727,0.5217,0.3667,0.3,0.6818,0.3,0.5185,0.4667,0.35,0.5,0.3571,0.6667,0.4444,0.3676,0.4103,0.4545,0.6,0.4348
"X292936.15..",0.5,0.5676,0.6316,0.7273,0.64,0.4333,0.5,0.5909,0.3,0.4444,0.5333,0.65,0.525,0.4286,0.5,0.2963,0.4853,0.5676,0.4545,0.4333,0.4091
"X294160.19..",0,0.0278,0.3158,0.0909,0.16,0.1034,0.1,0.0909,0.2,0.1111,0.0667,0,0,0.0714,0,0.1111,0.0147,0.1026,0.3636,0.1,0.05
"X294377.29..",0,0,0,0,0.12,0.0345,0,0,0.1,0,0,0,0.025,0,0,0,0.0147,0.0256,0,0,0.0952
"X294722.51..",0.125,0.0857,0.1053,0.1818,0,0.0345,0.05,0.0909,0.2,0.0741,0.1,0.3,0.1,0.1429,0.1667,0,0.1045,0.1316,0.0909,0.1667,0.087
"X295584.30..",0,0.125,0,0,0,0,0,0,0.05,0.04,0.0333,0,0,0,0,0.04,0.0303,0.027,0,0,0
"X295617.46..",0.087,0.0811,0.1053,0.1429,0.2,0.1429,0.1176,0.2273,0.1,0.0417,0.1,0,0.125,0.0714,0,0.0385,0.0781,0.1538,0.1818,0.1724,0.0556
"X296123.12..",0.4167,0.2432,0.7368,0.3636,0.64,0.3,0.2,0.4545,0.35,0.3704,0.4667,0.65,0.325,0.4615,0.6667,0.4444,0.4412,0.4211,0.4545,0.4,0.6522
"X296446.7..",0.2727,0.2432,0.4211,0.2,0.36,0.125,0.25,0.4091,0.4,0.3333,0.3667,0.3333,0.2,0.4615,0.25,0.24,0.25,0.2105,0.2727,0.3667,0.4444
"X296577.47..",0.2609,0.25,0.3889,0.25,0.25,0.2083,0.2105,0.2273,0.15,0.08,0.3667,0.1,0.25,0.1667,0.2,0.12,0.2154,0.2308,0.0909,0.5357,0.2632
"X297046.47..",0.36,0.4857,0.3684,0.6364,0.4348,0.4667,0.65,0.5,0.4,0.4074,0.3667,0.3,0.425,0.5,0.3333,0.4074,0.3971,0.5789,0.5455,0.5667,0.3478
"X297090.18..",0.52,0.3514,0.3684,0.5455,0.5417,0.4,0.55,0.6364,0.4,0.4815,0.5,0.5,0.3,0.4286,0.5,0.2593,0.4118,0.5385,0.3636,0.4667,0.3478
"X297515.53..",0.25,0.2973,0.1053,0.1818,0.2083,0.3,0.3,0.3636,0.35,0.2963,0.3333,0.4,0.2,0.2857,0.1667,0.2222,0.3088,0.1579,0.3636,0.2333,0.4091
"X297667.20..",0.04,0,0.0526,0.0909,0,0.0333,0,0.0455,0.05,0,0,0.05,0,0,0,0.037,0.0147,0,0,0.0333,0
"X297922.55..",0,0.0811,0.0526,0.1818,0.16,0.1,0.05,0,0.05,0.2593,0.0667,0.15,0.175,0.2857,0.1667,0.037,0.1324,0.1026,0.0909,0.1333,0.1304
"X297976.27..",0.12,0.1622,0,0,0.08,0.0333,0.1,0,0,0.0741,0.0333,0,0.125,0,0.1667,0.037,0.0441,0.1538,0,0,0.087
"X298260.66..",0.5833,0.4167,0.2105,0.4444,0.76,0.3448,0.5556,0.8636,0.4,0.5556,0.2667,0.55,0.375,0.2143,0.4,0.4815,0.4559,0.4872,0.4545,0.4333,0.381
"X299221.15..",0.36,0.3514,0.5789,0.0909,0.28,0.6,0.25,0.5,0.3,0.4444,0.4333,0.6,0.425,0.2857,0.3333,0.4815,0.5588,0.5128,0.3636,0.4333,0.2174
"X299504.10..",0.52,0.4324,0.4211,0.6364,0.6,0.5,0.35,0.6364,0.55,0.5185,0.3667,0.45,0.3,0.5714,0.3333,0.4444,0.5441,0.6154,0.4545,0.6,0.5217
"X299611.44..",0.16,0.2432,0.3158,0.0909,0,0.1667,0.1,0.1364,0,0.1852,0.0667,0.05,0.2,0.1429,0.3333,0.1111,0.0588,0.1538,0.0909,0.1333,0.087
"X301769.69..",0.04,0.0571,0.2105,0,0,0.0333,0,0,0.1,0.037,0,0,0,0,0,0,0.0147,0.0263,0,0.0667,0
"X302032.52..",0.0417,0,0.0526,0,0.04,0.1154,0,0,0,0,0.0667,0,0,0.0769,0,0,0.0615,0.0256,0,0.1,0
"X302395.41..",0,0.0857,0,0,0,0,0,0,0,0.037,0.0333,0.1053,0,0,0,0,0,0,0.0909,0.0345,0
"X302438.56..",0,0,0,0.2727,0.04,0.0357,0,0.0455,0.05,0,0,0.05,0.025,0,0,0,0,0.0256,0.0909,0.0667,0
"X302593.53..",0,0.0882,0,0,0,0,0,0,0,0.0455,0.0333,0.1053,0,0,0,0,0,0,0.0909,0.0357,0
"X302646.59..",0.3478,0.1622,0.2632,0.1818,0.36,0.2333,0.15,0.1364,0.1,0.2222,0.2333,0.25,0.25,0.0714,0.1667,0.1111,0.1471,0.2051,0.1,0.0333,0.1304
"X302694.22..",0,0.0857,0,0,0,0,0,0,0,0.0455,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X302739.16..",0.08,0.1351,0.2632,0.2727,0.08,0.1,0,0.2727,0.1,0.037,0.1667,0.15,0.1,0.0714,0,0.037,0.0294,0.1282,0.0909,0.1333,0.087
"X302759.10..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X302927.36..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X303104.44..",0,0.0857,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X303284.17..",0.36,0.2286,0.3684,0.3,0.087,0.2667,0.05,0.1818,0.2,0.1852,0.3,0.05,0.175,0.2143,0.5,0.2222,0.2206,0.3684,0,0.3214,0.2
"X303359.52..",0.32,0.1351,0.3158,0.0909,0.44,0.2333,0.15,0.3636,0.35,0.1852,0.4333,0.35,0.175,0.2143,0.1667,0.2963,0.2353,0.2051,0.3636,0.3667,0.087
"X303464.45..",0,0.0857,0,0,0,0,0,0,0,0.0385,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0345,0
"X303682.55..",0.12,0.0278,0.2632,0.2727,0.2083,0.1,0.2,0.2273,0.15,0.2222,0.2,0.2,0.05,0.1429,0.1667,0.1852,0.1324,0.1842,0,0.2667,0
"X304041.66..",0.0417,0,0,0,0,0,0.05,0.1818,0.05,0.037,0.0333,0.1,0.025,0.0714,0,0,0.0441,0.0513,0,0.0333,0
"X304240.34..",0,0,0,0.3636,0,0.0667,0,0.1364,0.15,0.037,0.0333,0,0.05,0.0714,0,0.0741,0.0588,0.0256,0,0.1,0
"X304365.33..",0,0.027,0.1053,0.0909,0.16,0.0333,0.1,0.2273,0.05,0,0.0333,0.1,0,0.2143,0,0,0.0735,0.0513,0.0909,0.1,0.0435
"X304417.19..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X304473.68..",0,0.0857,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X304533.46..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X304598.59..",0.2174,0.2,0.3889,0.1,0.3636,0.1724,0.0625,0.2273,0.2,0.2174,0.2,0.3158,0.225,0.3077,0,0.08,0.2424,0.1892,0.1818,0.2857,0.0625
"X304774.30..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X304945.30..",0.0833,0.1471,0.1053,0,0.0909,0.1111,0,0.0455,0.05,0.04,0,0,0.05,0,0,0.037,0.0588,0.1579,0.1,0,0.0526
"X305052.19..",0.12,0.2162,0.3158,0.0909,0.32,0.2,0.25,0.1364,0.1,0.2222,0.0333,0.3684,0.25,0.1429,0.1667,0.1111,0.0588,0.1053,0.1818,0.1,0.0435
"X305163.38..",0.04,0.027,0.2105,0.1818,0,0,0.1,0.0909,0,0.0741,0.0333,0.05,0.05,0.0714,0,0.037,0.0588,0.0769,0,0.0667,0.0435
"X305229.69..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0345,0
"X305382.60..",0.24,0.2162,0.2105,0.3636,0.125,0.2069,0.2632,0.1364,0.35,0.2593,0.3,0.2632,0.125,0.0714,0.3333,0.2593,0.1471,0.2632,0.2727,0.3333,0.3478
"X306282.55..",0,0.1429,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0667,0
"X306320.33..",0.36,0.5676,0.6316,0.5455,0.72,0.4333,0.4,0.6364,0.45,0.4074,0.4333,0.4,0.375,0.4286,0.5,0.6296,0.4265,0.5641,0.7273,0.4667,0.4286
"X307325.54..",0,0.027,0,0,0,0.0345,0.15,0,0.05,0.1111,0.0333,0,0.075,0,0,0.1481,0.0588,0.0513,0.0909,0.0333,0.0455
"X307735.16..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X308610.30..",0,0.0811,0,0,0,0,0,0,0,0.037,0.0333,0.1,0,0,0,0,0,0,0.0909,0.0333,0
"X310038.15..",0.16,0.25,0.3158,0.0909,0.16,0.1034,0.4,0.2273,0.0526,0.2593,0.2,0.1765,0.2,0.0714,0.1667,0.2222,0.2794,0.1579,0.1818,0.1667,0.1818
"X310094.56..",0,0,0.2632,0,0.2,0.0385,0.0667,0.1364,0.1,0.04,0.0667,0.15,0.025,0,0.1667,0,0.0781,0,0.0909,0.069,0
"X310390.25..",0.375,0.2703,0.3158,0.2727,0.4,0.2143,0.3125,0.5,0.25,0.4074,0.2,0.2,0.25,0.0714,0.2,0.2222,0.2647,0.3889,0.1818,0.2667,0.2
"X310428.23..",0.3333,0.4,0.1579,0.1429,0.3043,0.25,0.0526,0.2727,0.05,0.0769,0.2,0.1667,0.25,0.1538,0,0.1154,0.1324,0.1579,0,0.1667,0
"X310577.19..",0.0435,0.0857,0.1111,0,0,0,0.125,0.1818,0.1,0,0.1,0.1579,0.05,0,0,0,0.0469,0.1389,0,0.0714,0.0556
"X310696.26..",0.24,0.1667,0.2105,0.2727,0.2609,0.1667,0.2632,0.3182,0.25,0.3333,0.1,0.1053,0.125,0.2857,0.2,0.2308,0.2206,0.3077,0.2727,0.1724,0.3
"X310765.14..",0,0,0,0,0.1,0,0,0.2273,0.05,0.0417,0.0333,0.05,0,0.1429,0,0.0435,0.0154,0,0,0.0714,0
"X311260.61..",0.125,0.0588,0.1579,0.1,0.087,0.1481,0.3,0.1905,0.25,0.3333,0.1,0.15,0.2,0.2143,0.2,0.1481,0.1029,0.1316,0.3636,0.1667,0.1429
"X311464.32..",0.28,0.1081,0.1579,0.1818,0.2,0.1333,0.25,0.2273,0.35,0.1852,0.1,0.2,0.175,0.1429,0,0.1481,0.2353,0.1795,0.1818,0.2333,0.087
"X311513.19..",0.28,0.4324,0.3684,0.2727,0.44,0.1667,0.15,0.1818,0.45,0.2963,0.2,0.35,0.075,0.3571,0,0.2963,0.1912,0.1795,0.2727,0.4,0.3043
"X311853.37..",0.1667,0.2432,0.0526,0.1818,0.2,0.037,0.1,0.0909,0.2,0.1481,0.1333,0.15,0.1,0.0714,0.2,0.1154,0.0896,0.0541,0.4545,0.1,0.1
"X312138.63..",0.25,0.2973,0.5263,0.5455,0.3684,0.4333,0.6,0.6,0.6,0.3704,0.4333,0.4211,0.425,0.5,0.5,0.5556,0.3824,0.3243,0.4,0.4074,0.3043
"X312421.7..",0.4,0.3514,0.1053,0.3636,0.68,0.3667,0.25,0.5,0.4,0.4444,0.4333,0.4,0.3,0.2857,0.3333,0.3704,0.4853,0.3846,0.5455,0.5517,0.4348
"X312627.45..",0.72,0.4054,0.5263,0.4545,0.4583,0.6,0.45,0.6818,0.55,0.5556,0.3667,0.55,0.625,0.6429,0.1667,0.5556,0.6176,0.6154,0.4545,0.5,0.4348
"X312922.29..",0.2083,0.1176,0.1111,0,0.5455,0.0769,0.0556,0.1818,0.05,0.2593,0.1667,0.1579,0.2564,0.0714,0.2,0.1111,0.1818,0.1622,0,0.1724,0.2632
"X312969.68..",0.2,0.1622,0.3684,0.2727,0.32,0.4333,0.3,0.1818,0.3,0.2222,0.5,0.25,0.25,0.2857,0.5,0.2963,0.3235,0.4103,0.0909,0.3,0.1739
"X313131.68..",0,0,0.1579,0,0,0.0769,0,0,0.05,0,0,0.05,0.075,0,0.5,0.08,0.0476,0.027,0.0909,0.0345,0.0556
"X313668.23..",0.12,0.0811,0,0,0.12,0.0333,0,0.0455,0,0.1111,0,0,0.25,0,0.1667,0.1852,0.1618,0.1026,0.0909,0.0333,0.087
"X314026.18..",0.0435,0,0,0,0,0.0333,0,0,0,0,0,0,0.05,0,0.1667,0.0741,0.0294,0.0513,0.0909,0,0.087
"X314513.7..",0,0.0278,0.1579,0.0909,0,0,0.05,0.0455,0.05,0,0,0,0.025,0,0,0.037,0.0147,0,0,0.0667,0.0435
"X315732.45..",0,0.0303,0.0526,0.3,0.0455,0,0.1176,0.05,0.15,0.0833,0.1333,0,0.0789,0.0769,0.2,0.2,0.0938,0.0286,0,0.1154,0
"X316191.58..",0.1667,0.2703,0.1053,0.1818,0.04,0.1,0.05,0.0909,0.1,0,0.0667,0,0.1538,0.1429,0,0.1154,0.1045,0.1351,0.1818,0.0333,0.087
"X316323.26..",0.25,0.3514,0.1053,0.0909,0.48,0.5,0.4,0.3636,0.2,0.2593,0.4333,0.3,0.35,0.1429,0.5,0.3333,0.3824,0.4103,0.4545,0.3333,0.1304
"X317015.31..",0.48,0.5946,0.3158,0.4545,0.72,0.5667,0.3,0.5909,0.5,0.4074,0.5667,0.45,0.55,0.4286,0.1667,0.4444,0.3824,0.4103,0.4545,0.5862,0.2609
"X317339.64..",0.2609,0.1944,0.1579,0.3,0.4583,0.3333,0.25,0.2857,0.4211,0.1852,0.2,0.3,0.375,0.5385,0.75,0.1852,0.3433,0.2368,0.3636,0.3,0.1579
"X317533.19..",0.2,0.2973,0.1579,0.1818,0.28,0.3,0.2,0.1818,0.1,0.2963,0.1667,0.2,0.2,0.1429,0,0.2963,0.2647,0.3333,0.4545,0.2667,0.1739
"X317710.30..",0.125,0.0857,0.1579,0.1,0.2083,0.1,0.1,0.381,0.25,0.037,0.1667,0.1,0.15,0.2857,0.2,0.037,0.1029,0.1538,0.0909,0.1379,0.0909
"X319157.45..",0.4167,0.6486,0.4737,0.4545,0.28,0.3793,0.65,0.3182,0.55,0.4444,0.4333,0.55,0.55,0.4286,0.75,0.4615,0.6324,0.5,0.5455,0.4667,0.4783
"X319198.24..",0.0417,0.1111,0,0,0.08,0.0714,0,0.0909,0.1,0.037,0.0667,0,0.1,0.1429,0,0.0741,0.1176,0.0526,0.0909,0.0667,0
"X319455.25..",0.04,0.0556,0.2105,0.1818,0.2083,0.1333,0.1,0.1818,0.05,0.1481,0.1724,0.1053,0.05,0.3571,0,0.1481,0.1493,0.0789,0.0909,0.2,0.1364
"X319543.48..",0.1667,0.2571,0.2105,0.4545,0.6087,0.3448,0.25,0.5455,0.35,0.2963,0.1667,0.15,0.35,0.0714,0.6667,0.24,0.3529,0.3243,0.2727,0.2667,0.3
"X319711.44..",0.5,0.6111,0.3684,0.6,0.5417,0.6429,0.55,0.3636,0.35,0.4074,0.5,0.35,0.65,0.2857,0.4,0.5185,0.4559,0.5263,0.5455,0.4828,0.3182
"X319742.23..",0,0.0811,0.1579,0.0909,0,0.0333,0.1,0.0455,0,0,0.0333,0.05,0.025,0,0,0,0.0735,0.1026,0,0.0333,0.1304
"X320012.20..",0.375,0.5278,0.4211,0.3636,0.2083,0.3667,0.3,0.1429,0.25,0.3704,0.2,0.25,0.45,0.3571,0.6667,0.6296,0.3529,0.4211,0.5455,0.1667,0.4783
"X320380.16..",0.04,0.1351,0.1053,0.1818,0.12,0.2,0.2,0.2727,0.1,0.2222,0.1667,0.25,0.075,0,0.1667,0.1481,0.1618,0.1538,0.0909,0.2,0.1304
"X320771.45..",0.0417,0,0.0526,0,0,0,0,0,0.05,0.1111,0,0,0.15,0,0,0.037,0.0147,0.0526,0,0.0667,0
"X320848.46..",0.0435,0.0571,0.0526,0.2,0.04,0,0,0.0909,0.05,0.12,0,0.15,0,0,0,0.04,0,0.0263,0.1,0,0.1
"X321021.32..",0.24,0.2973,0.2632,0.5455,0.16,0.4333,0.4,0.3182,0.4,0.2222,0.3333,0.4,0.275,0.2857,0.3333,0.3704,0.25,0.3846,0.5455,0.4,0.4348
"X321114.12..",0.08,0.1143,0,0.1818,0.0833,0.0333,0.15,0.1818,0.05,0.2222,0.1,0.05,0.25,0.2143,0,0.037,0.0588,0.0526,0.0909,0.1333,0.0435
"X321298.54..",0,0,0,0,0.04,0,0.1,0,0,0,0.0333,0,0,0.0714,0,0,0.0588,0,0.0909,0.0333,0
"X321751.30..",0.12,0.0541,0.1053,0.0909,0.16,0,0.05,0,0.1,0.1481,0.0667,0.05,0.025,0.1429,0.1667,0.1481,0.0294,0.0769,0.2727,0,0.0435
"X322802.30..",0.48,0.1892,0.2632,0,0.36,0.4333,0.35,0.3182,0.3,0.2222,0.2667,0.25,0.25,0.2143,0.3333,0.2593,0.3529,0.1081,0.4545,0.3667,0.2609
"X322874.43..",0.0435,0.1622,0.0526,0.1,0.0417,0.069,0.15,0.0455,0,0.037,0.1,0,0.15,0.2857,NA,0.2222,0.0448,0.1538,0,0,0
"X323525.40..",0.52,0.3243,0.2105,0.2727,0.4348,0.3333,0.15,0.3182,0.35,0.1481,0.1333,0.15,0.175,0.3571,0.4,0.4074,0.2647,0.2821,0.3636,0.2759,0.3478
"X323979.14..",0.2083,0.1351,0.1053,0.3636,0.2,0.2333,0.25,0.1364,0.15,0.1481,0.1667,0.25,0.3,0.2857,0.1667,0.2222,0.2059,0.2895,0.1818,0.3,0.15
"X324153.18..",0,0,0.0526,0.1818,0,0.0333,0,0,0,0.1111,0.0333,0.1,0,0,0,0,0.0441,0.0263,0,0.0333,0.0435
"X324776.25..",0.2609,0.2432,0.4211,0.2727,0.24,0.2593,0.15,0.3182,0.15,0.2593,0.2,0.6,0.15,0.2143,0,0.1852,0.2794,0.2105,0.3636,0.3667,0.1
